DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
6,47,119,Tennessee,Maury County,96387
6,47,121,Tennessee,Meigs County,12422
6,47,123,Tennessee,Monroe County,46545
6,47,125,Tennessee,Montgomery County,208993
6,47,127,Tennessee,Moore County,6488
6,47,129,Tennessee,Morgan County,21403
6,47,131,Tennessee,Obion County,30069
6,47,133,Tennessee,Overton County,22241
6,47,135,Tennessee,Perry County,8076
6,47,137,Tennessee,Pickett County,5048
6,47,139,Tennessee,Polk County,16832
6,47,141,Tennessee,Putnam County,80245
6,47,143,Tennessee,Rhea County,33167
6,47,145,Tennessee,Roane County,53382
6,47,147,Tennessee,Robertson County,71813
6,47,149,Tennessee,Rutherford County,332285
6,47,151,Tennessee,Scott County,22068
6,47,153,Tennessee,Sequatchie County,15026
6,47,155,Tennessee,Sevier County,98250
6,47,157,Tennessee,Shelby County,937166
6,47,159,Tennessee,Smith County,20157
6,47,161,Tennessee,Stewart County,13715
6,47,163,Tennessee,Sullivan County,158348
6,47,165,Tennessee,Sumner County,191283
6,47,167,Tennessee,Tipton County,61599
6,47,169,Tennessee,Trousdale County,11284
6,47,171,Tennessee,Unicoi County,17883
6,47,173,Tennessee,Union County,19972
6,47,175,Tennessee,Van Buren County,5872
6,47,177,Tennessee,Warren County,41277
6,47,179,Tennessee,Washington County,129375
6,47,181,Tennessee,Wayne County,16673
6,47,183,Tennessee,Weakley County,33328
6,47,185,Tennessee,White County,27345
6,47,187,Tennessee,Williamson County,238412
6,47,189,Tennessee,Wilson County,144657
7,48,0,Texas,Texas,28995881
7,48,1,Texas,Anderson County,57735
7,48,3,Texas,Andrews County,18705
7,48,5,Texas,Angelina County,86715
7,48,7,Texas,Aransas County,23510
7,48,9,Texas,Archer County,8553
7,48,11,Texas,Armstrong County,1887
7,48,13,Texas,Atascosa County,51153
7,48,15,Texas,Austin County,30032
7,48,17,Texas,Bailey County,7000
7,48,19,Texas,Bandera County,23112
7,48,21,Texas,Bastrop County,88723
7,48,23,Texas,Baylor County,3509
7,48,25,Texas,Bee County,32565
7,48,27,Texas,Bell County,362924
7,48,29,Texas,Bexar County,2003554
7,48,31,Texas,Blanco County,11931
7,48,33,Texas,Borden County,654
7,48,35,Texas,Bosque County,18685
7,48,37,Texas,Bowie County,93245
7,48,39,Texas,Brazoria County,374264
7,48,41,Texas,Brazos County,229211
7,48,43,Texas,Brewster County,9203
7,48,45,Texas,Briscoe County,1546
7,48,47,Texas,Brooks County,7093
7,48,49,Texas,Brown County,37864
7,48,51,Texas,Burleson County,18443
7,48,53,Texas,Burnet County,48155
7,48,55,Texas,Caldwell County,43664
7,48,57,Texas,Calhoun County,21290
7,48,59,Texas,Callahan County,13943
7,48,61,Texas,Cameron County,423163
7,48,63,Texas,Camp County,13094
7,48,65,Texas,Carson County,5926
7,48,67,Texas,Cass County,30026
7,48,69,Texas,Castro County,7530
7,48,71,Texas,Chambers County,43837
7,48,73,Texas,Cherokee County,52646
7,48,75,Texas,Childress County,7306
7,48,77,Texas,Clay County,10471
7,48,79,Texas,Cochran County,2853
7,48,81,Texas,Coke County,3387
7,48,83,Texas,Coleman County,8175
7,48,85,Texas,Collin County,1034730
7,48,87,Texas,Collingsworth County,2920
7,48,89,Texas,Colorado County,21493
7,48,91,Texas,Comal County,156209
7,48,93,Texas,Comanche County,13635
7,48,95,Texas,Concho County,2726
7,48,97,Texas,Cooke County,41257
7,48,99,Texas,Coryell County,75951
7,48,101,Texas,Cottle County,1398
7,48,103,Texas,Crane County,4797
7,48,105,Texas,Crockett County,3464
7,48,107,Texas,Crosby County,5737
7,48,109,Texas,Culberson County,2171
7,48,111,Texas,Dallam County,7287
7,48,113,Texas,Dallas County,2635516
7,48,115,Texas,Dawson County,12728
7,48,117,Texas,Deaf Smith County,18546
7,48,119,Texas,Delta County,5331
7,48,121,Texas,Denton County,887207
7,48,123,Texas,DeWitt County,20160
7,48,125,Texas,Dickens County,2211
7,48,127,Texas,Dimmit County,10124
7,48,129,Texas,Donley County,3278
7,48,131,Texas,Duval County,11157
7,48,133,Texas,Eastland County,18360
7,48,135,Texas,Ector County,166223
7,48,137,Texas,Edwards County,1932
7,48,139,Texas,Ellis County,184826
7,48,141,Texas,El Paso County,839238
7,48,143,Texas,Erath County,42698
7,48,145,Texas,Falls County,17297
7,48,147,Texas,Fannin County,35514
7,48,149,Texas,Fayette County,25346
7,48,151,Texas,Fisher County,3830
7,48,153,Texas,Floyd County,5712
7,48,155,Texas,Foard County,1155
7,48,157,Texas,Fort Bend County,811688
7,48,159,Texas,Franklin County,10725
7,48,161,Texas,Freestone County,19717
7,48,163,Texas,Frio County,20306
7,48,165,Texas,Gaines County,21492
7,48,167,Texas,Galveston County,342139
7,48,169,Texas,Garza County,6229
7,48,171,Texas,Gillespie County,26988
7,48,173,Texas,Glasscock County,1409
7,48,175,Texas,Goliad County,7658
7,48,177,Texas,Gonzales County,20837
7,48,179,Texas,Gray County,21886
7,48,181,Texas,Grayson County,136212
7,48,183,Texas,Gregg County,123945
7,48,185,Texas,Grimes County,28880
7,48,187,Texas,Guadalupe County,166847
7,48,189,Texas,Hale County,33406
7,48,191,Texas,Hall County,2964
7,48,193,Texas,Hamilton County,8461
7,48,195,Texas,Hansford County,5399
7,48,197,Texas,Hardeman County,3933
7,48,199,Texas,Hardin County,57602
7,48,201,Texas,Harris County,4713325
7,48,203,Texas,Harrison County,66553
7,48,205,Texas,Hartley County,5576
7,48,207,Texas,Haskell County,5658
7,48,209,Texas,Hays County,230191
7,48,211,Texas,Hemphill County,3819
7,48,213,Texas,Henderson County,82737
7,48,215,Texas,Hidalgo County,868707
7,48,217,Texas,Hill County,36649
7,48,219,Texas,Hockley County,23021
7,48,221,Texas,Hood County,61643
7,48,223,Texas,Hopkins County,37084
7,48,225,Texas,Houston County,22968
7,48,227,Texas,Howard County,36664
7,48,229,Texas,Hudspeth County,4886
7,48,231,Texas,Hunt County,98594
7,48,233,Texas,Hutchinson County,20938
7,48,235,Texas,Irion County,1536
7,48,237,Texas,Jack County,8935
7,48,239,Texas,Jackson County,14760
7,48,241,Texas,Jasper County,35529
7,48,243,Texas,Jeff Davis County,2274
7,48,245,Texas,Jefferson County,251565
7,48,247,Texas,Jim Hogg County,5200
7,48,249,Texas,Jim Wells County,40482
7,48,251,Texas,Johnson County,175817
7,48,253,Texas,Jones County,20083
7,48,255,Texas,Karnes County,15601
7,48,257,Texas,Kaufman County,136154
7,48,259,Texas,Kendall County,47431
7,48,261,Texas,Kenedy County,404
7,48,263,Texas,Kent County,762
7,48,265,Texas,Kerr County,52600
7,48,267,Texas,Kimble County,4337
7,48,269,Texas,King County,272
7,48,271,Texas,Kinney County,3667
7,48,273,Texas,Kleberg County,30680
7,48,275,Texas,Knox County,3664
7,48,277,Texas,Lamar County,49859
7,48,279,Texas,Lamb County,12893
7,48,281,Texas,Lampasas County,21428
7,48,283,Texas,La Salle County,7520
7,48,285,Texas,Lavaca County,20154
7,48,287,Texas,Lee County,17239
7,48,289,Texas,Leon County,17404
7,48,291,Texas,Liberty County,88219
7,48,293,Texas,Limestone County,23437
7,48,295,Texas,Lipscomb County,3233
7,48,297,Texas,Live Oak County,12207
7,48,299,Texas,Llano County,21795
7,48,301,Texas,Loving County,169
7,48,303,Texas,Lubbock County,310569
7,48,305,Texas,Lynn County,5951
7,48,307,Texas,McCulloch County,7984
7,48,309,Texas,McLennan County,256623
7,48,311,Texas,McMullen County,743
7,48,313,Texas,Madison County,14284
7,48,315,Texas,Marion County,9854
7,48,317,Texas,Martin County,5771
7,48,319,Texas,Mason County,4274
7,48,321,Texas,Matagorda County,36643
7,48,323,Texas,Maverick County,58722
7,48,325,Texas,Medina County,51584
7,48,327,Texas,Menard County,2138
7,48,329,Texas,Midland County,176832
7,48,331,Texas,Milam County,24823
7,48,333,Texas,Mills County,4873
7,48,335,Texas,Mitchell County,8545
7,48,337,Texas,Montague County,19818
7,48,339,Texas,Montgomery County,607391
7,48,341,Texas,Moore County,20940
7,48,343,Texas,Morris County,12388
7,48,345,Texas,Motley County,1200
7,48,347,Texas,Nacogdoches County,65204
7,48,349,Texas,Navarro County,50113
7,48,351,Texas,Newton County,13595
7,48,353,Texas,Nolan County,14714
7,48,355,Texas,Nueces County,362294
7,48,357,Texas,Ochiltree County,9836
7,48,359,Texas,Oldham County,2112
7,48,361,Texas,Orange County,83396
7,48,363,Texas,Palo Pinto County,29189
7,48,365,Texas,Panola County,23194
7,48,367,Texas,Parker County,142878
7,48,369,Texas,Parmer County,9605
7,48,371,Texas,Pecos County,15823
7,48,373,Texas,Polk County,51353
7,48,375,Texas,Potter County,117415
7,48,377,Texas,Presidio County,6704
7,48,379,Texas,Rains County,12514
7,48,381,Texas,Randall County,137713
7,48,383,Texas,Reagan County,3849
7,48,385,Texas,Real County,3452
7,48,387,Texas,Red River County,12023
7,48,389,Texas,Reeves County,15976
7,48,391,Texas,Refugio County,6948
7,48,393,Texas,Roberts County,854
7,48,395,Texas,Robertson County,17074
7,48,397,Texas,Rockwall County,104915
7,48,399,Texas,Runnels County,10264
7,48,401,Texas,Rusk County,54406
7,48,403,Texas,Sabine County,10542
7,48,405,Texas,San Augustine County,8237
7,48,407,Texas,San Jacinto County,28859
7,48,409,Texas,San Patricio County,66730
7,48,411,Texas,San Saba County,6055
7,48,413,Texas,Schleicher County,2793
7,48,415,Texas,Scurry County,16703
7,48,417,Texas,Shackelford County,3265
7,48,419,Texas,Shelby County,25274
7,48,421,Texas,Sherman County,3022
7,48,423,Texas,Smith County,232751
7,48,425,Texas,Somervell County,9128
7,48,427,Texas,Starr County,64633
7,48,429,Texas,Stephens County,9366
7,48,431,Texas,Sterling County,1291
7,48,433,Texas,Stonewall County,1350
7,48,435,Texas,Sutton County,3776
7,48,437,Texas,Swisher County,7397
7,48,439,Texas,Tarrant County,2102515
7,48,441,Texas,Taylor County,138034
7,48,443,Texas,Terrell County,776
7,48,445,Texas,Terry County,12337
7,48,447,Texas,Throckmorton County,1501
7,48,449,Texas,Titus County,32750
7,48,451,Texas,Tom Green County,119200
7,48,453,Texas,Travis County,1273954
7,48,455,Texas,Trinity County,14651
7,48,457,Texas,Tyler County,21672
7,48,459,Texas,Upshur County,41753
7,48,461,Texas,Upton County,3657
7,48,463,Texas,Uvalde County,26741
7,48,465,Texas,Val Verde County,49025
7,48,467,Texas,Van Zandt County,56590
7,48,469,Texas,Victoria County,92084
7,48,471,Texas,Walker County,72971
7,48,473,Texas,Waller County,55246
7,48,475,Texas,Ward County,11998
7,48,477,Texas,Washington County,35882
7,48,479,Texas,Webb County,276652
7,48,481,Texas,Wharton County,41556
7,48,483,Texas,Wheeler County,5056
7,48,485,Texas,Wichita County,132230
7,48,487,Texas,Wilbarger County,12769
7,48,489,Texas,Willacy County,21358
7,48,491,Texas,Williamson County,590551
7,48,493,Texas,Wilson County,51070
7,48,495,Texas,Winkler County,8010
7,48,497,Texas,Wise County,69984
7,48,499,Texas,Wood County,45539
7,48,501,Texas,Yoakum County,8713
7,48,503,Texas,Young County,18010
7,48,505,Texas,Zapata County,14179
7,48,507,Texas,Zavala County,11840
8,49,0,Utah,Utah,3205958
8,49,1,Utah,Beaver County,6710
8,49,3,Utah,Box Elder County,56046
8,49,5,Utah,Cache County,128289
8,49,7,Utah,Carbon County,20463
8,49,9,Utah,Daggett County,950
8,49,11,Utah,Davis County,355481
8,49,13,Utah,Duchesne County,19938
8,49,15,Utah,Emery County,10012
8,49,17,Utah,Garfield County,5051
8,49,19,Utah,Grand County,9754
8,49,21,Utah,Iron County,54839
8,49,23,Utah,Juab County,12017
8,49,25,Utah,Kane County,7886
8,49,27,Utah,Millard County,13188
8,49,29,Utah,Morgan County,12124
8,49,31,Utah,Piute County,1479
8,49,33,Utah,Rich County,2483
8,49,35,Utah,Salt Lake County,1160437
8,49,37,Utah,San Juan County,15308
8,49,39,Utah,Sanpete County,30939
8,49,41,Utah,Sevier County,21620
8,49,43,Utah,Summit County,42145
8,49,45,Utah,Tooele County,72259
8,49,47,Utah,Uintah County,35734
8,49,49,Utah,Utah County,636235
8,49,51,Utah,Wasatch County,34091
8,49,53,Utah,Washington County,177556
8,49,55,Utah,Wayne County,2711
8,49,57,Utah,Weber County,260213
1,50,0,Vermont,Vermont,623989
1,50,1,Vermont,Addison County,36777
1,50,3,Vermont,Bennington County,35470
1,50,5,Vermont,Caledonia County,29993
1,50,7,Vermont,Chittenden County,163774
1,50,9,Vermont,Essex County,6163
1,50,11,Vermont,Franklin County,49402
1,50,13,Vermont,Grand Isle County,7235
1,50,15,Vermont,Lamoille County,25362
1,50,17,Vermont,Orange County,28892
1,50,19,Vermont,Orleans County,27037
1,50,21,Vermont,Rutland County,58191
1,50,23,Vermont,Washington County,58409
1,50,25,Vermont,Windham County,42222
1,50,27,Vermont,Windsor County,55062
5,51,0,Virginia,Virginia,8535519
5,51,1,Virginia,Accomack County,32316
5,51,3,Virginia,Albemarle County,109330
5,51,5,Virginia,Alleghany County,14860
5,51,7,Virginia,Amelia County,13145
5,51,9,Virginia,Amherst County,31605
5,51,11,Virginia,Appomattox County,15911
5,51,13,Virginia,Arlington County,236842
5,51,15,Virginia,Augusta County,75558
5,51,17,Virginia,Bath County,4147
5,51,19,Virginia,Bedford County,78997
5,51,21,Virginia,Bland County,6280
5,51,23,Virginia,Botetourt County,33419
5,51,25,Virginia,Brunswick County,16231
5,51,27,Virginia,Buchanan County,21004
5,51,29,Virginia,Buckingham County,17148
5,51,31,Virginia,Campbell County,54885
5,51,33,Virginia,Caroline County,30725
5,51,35,Virginia,Carroll County,29791
5,51,36,Virginia,Charles City County,6963
5,51,37,Virginia,Charlotte County,11880
5,51,41,Virginia,Chesterfield County,352802
5,51,43,Virginia,Clarke County,14619
5,51,45,Virginia,Craig County,5131
5,51,47,Virginia,Culpeper County,52605
5,51,49,Virginia,Cumberland County,9932
5,51,51,Virginia,Dickenson County,14318
5,51,53,Virginia,Dinwiddie County,28544
5,51,57,Virginia,Essex County,10953
5,51,59,Virginia,Fairfax County,1147532
5,51,61,Virginia,Fauquier County,71222
5,51,63,Virginia,Floyd County,15749
5,51,65,Virginia,Fluvanna County,27270
5,51,67,Virginia,Franklin County,56042
5,51,69,Virginia,Frederick County,89313
5,51,71,Virginia,Giles County,16720
5,51,73,Virginia,Gloucester County,37348
5,51,75,Virginia,Goochland County,23753
5,51,77,Virginia,Grayson County,15550
5,51,79,Virginia,Greene County,19819
5,51,81,Virginia,Greensville County,11336
5,51,83,Virginia,Halifax County,33911
5,51,85,Virginia,Hanover County,107766
5,51,87,Virginia,Henrico County,330818
5,51,89,Virginia,Henry County,50557
5,51,91,Virginia,Highland County,2190
5,51,93,Virginia,Isle of Wight County,37109
5,51,95,Virginia,James City County,76523
5,51,97,Virginia,King and Queen County,7025
5,51,99,Virginia,King George County,26836
5,51,101,Virginia,King William County,17148
5,51,103,Virginia,Lancaster County,10603
5,51,105,Virginia,Lee County,23423
5,51,107,Virginia,Loudoun County,413538
5,51,109,Virginia,Louisa County,37591
5,51,111,Virginia,Lunenburg County,12196
5,51,113,Virginia,Madison County,13261
5,51,115,Virginia,Mathews County,8834
5,51,117,Virginia,Mecklenburg County,30587
5,51,119,Virginia,Middlesex County,10582
5,51,121,Virginia,Montgomery County,98535
5,51,125,Virginia,Nelson County,14930
5,51,127,Virginia,New Kent County,23091
5,51,131,Virginia,Northampton County,11710
5,51,133,Virginia,Northumberland County,12095
5,51,135,Virginia,Nottoway County,15232
5,51,137,Virginia,Orange County,37051
5,51,139,Virginia,Page County,23902
5,51,141,Virginia,Patrick County,17608
5,51,143,Virginia,Pittsylvania County,60354
5,51,145,Virginia,Powhatan County,29652
5,51,147,Virginia,Prince Edward County,22802
5,51,149,Virginia,Prince George County,38353
5,51,153,Virginia,Prince William County,470335
5,51,155,Virginia,Pulaski County,34027
5,51,157,Virginia,Rappahannock County,7370
5,51,159,Virginia,Richmond County,9023
5,51,161,Virginia,Roanoke County,94186
5,51,163,Virginia,Rockbridge County,22573
5,51,165,Virginia,Rockingham County,81948
5,51,167,Virginia,Russell County,26586
5,51,169,Virginia,Scott County,21566
5,51,171,Virginia,Shenandoah County,43616
5,51,173,Virginia,Smyth County,30104
5,51,175,Virginia,Southampton County,17631
5,51,177,Virginia,Spotsylvania County,136215
5,51,179,Virginia,Stafford County,152882
5,51,181,Virginia,Surry County,6422
5,51,183,Virginia,Sussex County,11159
5,51,185,Virginia,Tazewell County,40595
5,51,187,Virginia,Warren County,40164
5,51,191,Virginia,Washington County,53740
5,51,193,Virginia,Westmoreland County,18015
5,51,195,Virginia,Wise County,37383
5,51,197,Virginia,Wythe County,28684
5,51,199,Virginia,York County,68280
5,51,510,Virginia,Alexandria city,159428
5,51,520,Virginia,Bristol city,16762
5,51,530,Virginia,Buena Vista city,6478
5,51,540,Virginia,Charlottesville city,47266
5,51,550,Virginia,Chesapeake city,244835
5,51,570,Virginia,Colonial Heights city,17370
5,51,580,Virginia,Covington city,5538
5,51,590,Virginia,Danville city,40044
5,51,595,Virginia,Emporia city,5346
5,51,600,Virginia,Fairfax city,24019
5,51,610,Virginia,Falls Church city,14617
5,51,620,Virginia,Franklin city,7967
5,51,630,Virginia,Fredericksburg city,29036
5,51,640,Virginia,Galax city,6347
5,51,650,Virginia,Hampton city,134510
5,51,660,Virginia,Harrisonburg city,53016
5,51,670,Virginia,Hopewell city,22529
5,51,678,Virginia,Lexington city,7446
5,51,680,Virginia,Lynchburg city,82168
5,51,683,Virginia,Manassas city,41085
5,51,685,Virginia,Manassas Park city,17478
5,51,690,Virginia,Martinsville city,12554
5,51,700,Virginia,Newport News city,179225
5,51,710,Virginia,Norfolk city,242742
5,51,720,Virginia,Norton city,3981
5,51,730,Virginia,Petersburg city,31346
5,51,735,Virginia,Poquoson city,12271
5,51,740,Virginia,Portsmouth city,94398
5,51,750,Virginia,Radford city,18249
5,51,760,Virginia,Richmond city,230436
5,51,770,Virginia,Roanoke city,99143
5,51,775,Virginia,Salem city,25301
5,51,790,Virginia,Staunton city,24932
5,51,800,Virginia,Suffolk city,92108
5,51,810,Virginia,Virginia Beach city,449974
5,51,820,Virginia,Waynesboro city,22630
5,51,830,Virginia,Williamsburg city,14954
5,51,840,Virginia,Winchester city,28078
9,53,0,Washington,Washington,7614893
9,53,1,Washington,Adams County,19983
9,53,3,Washington,Asotin County,22582
9,53,5,Washington,Benton County,204390
9,53,7,Washington,Chelan County,77200
9,53,9,Washington,Clallam County,77331
9,53,11,Washington,Clark County,488241
9,53,13,Washington,Columbia County,3985
9,53,15,Washington,Cowlitz County,110593
9,53,17,Washington,Douglas County,43429
9,53,19,Washington,Ferry County,7627
9,53,21,Washington,Franklin County,95222
9,53,23,Washington,Garfield County,2225
9,53,25,Washington,Grant County,97733
9,53,27,Washington,Grays Harbor County,75061
9,53,29,Washington,Island County,85141
9,53,31,Washington,Jefferson County,32221
9,53,33,Washington,King County,2252782
9,53,35,Washington,Kitsap County,271473
9,53,37,Washington,Kittitas County,47935
9,53,39,Washington,Klickitat County,22425
9,53,41,Washington,Lewis County,80707
9,53,43,Washington,Lincoln County,10939
9,53,45,Washington,Mason County,66768
9,53,47,Washington,Okanogan County,42243
9,53,49,Washington,Pacific County,22471
9,53,51,Washington,Pend Oreille County,13724
9,53,53,Washington,Pierce County,904980
9,53,55,Washington,San Juan County,17582
9,53,57,Washington,Skagit County,129205
9,53,59,Washington,Skamania County,12083
9,53,61,Washington,Snohomish County,822083
9,53,63,Washington,Spokane County,522798
9,53,65,Washington,Stevens County,45723
9,53,67,Washington,Thurston County,290536
9,53,69,Washington,Wahkiakum County,4488
9,53,71,Washington,Walla Walla County,60760
9,53,73,Washington,Whatcom County,229247
9,53,75,Washington,Whitman County,50104
9,53,77,Washington,Yakima County,250873
5,54,0,West Virginia,West Virginia,1792147
5,54,1,West Virginia,Barbour County,16441
5,54,3,West Virginia,Berkeley County,119171
5,54,5,West Virginia,Boone County,21457
5,54,7,West Virginia,Braxton County,13957
5,54,9,West Virginia,Brooke County,21939
5,54,11,West Virginia,Cabell County,91945
5,54,13,West Virginia,Calhoun County,7109
5,54,15,West Virginia,Clay County,8508
5,54,17,West Virginia,Doddridge County,8448
5,54,19,West Virginia,Fayette County,42406
5,54,21,West Virginia,Gilmer County,7823
5,54,23,West Virginia,Grant County,11568
5,54,25,West Virginia,Greenbrier County,34662
5,54,27,West Virginia,Hampshire County,23175
5,54,29,West Virginia,Hancock County,28810
5,54,31,West Virginia,Hardy County,13776
5,54,33,West Virginia,Harrison County,67256
5,54,35,West Virginia,Jackson County,28576
5,54,37,West Virginia,Jefferson County,57146
5,54,39,West Virginia,Kanawha County,178124
5,54,41,West Virginia,Lewis County,15907
5,54,43,West Virginia,Lincoln County,20409
5,54,45,West Virginia,Logan County,32019
5,54,47,West Virginia,McDowell County,17624
5,54,49,West Virginia,Marion County,56072
5,54,51,West Virginia,Marshall County,30531
5,54,53,West Virginia,Mason County,26516
5,54,55,West Virginia,Mercer County,58758
5,54,57,West Virginia,Mineral County,26868
5,54,59,West Virginia,Mingo County,23424
5,54,61,West Virginia,Monongalia County,105612
5,54,63,West Virginia,Monroe County,13275
5,54,65,West Virginia,Morgan County,17884
5,54,67,West Virginia,Nicholas County,24496
5,54,69,West Virginia,Ohio County,41411
5,54,71,West Virginia,Pendleton County,6969
5,54,73,West Virginia,Pleasants County,7460
5,54,75,West Virginia,Pocahontas County,8247
5,54,77,West Virginia,Preston County,33432
5,54,79,West Virginia,Putnam County,56450
5,54,81,West Virginia,Raleigh County,73361
5,54,83,West Virginia,Randolph County,28695
5,54,85,West Virginia,Ritchie County,9554
5,54,87,West Virginia,Roane County,13688
5,54,89,West Virginia,Summers County,12573
5,54,91,West Virginia,Taylor County,16695
5,54,93,West Virginia,Tucker County,6839
5,54,95,West Virginia,Tyler County,8591
5,54,97,West Virginia,Upshur County,24176
5,54,99,West Virginia,Wayne County,39402
5,54,101,West Virginia,Webster County,8114
5,54,103,West Virginia,Wetzel County,15065
5,54,105,West Virginia,Wirt County,5821
5,54,107,West Virginia,Wood County,83518
5,54,109,West Virginia,Wyoming County,20394
3,55,0,Wisconsin,Wisconsin,5822434
3,55,1,Wisconsin,Adams County,20220
3,55,3,Wisconsin,Ashland County,15562
3,55,5,Wisconsin,Barron County,45244
3,55,7,Wisconsin,Bayfield County,15036
3,55,9,Wisconsin,Brown County,264542
3,55,11,Wisconsin,Buffalo County,13031
3,55,13,Wisconsin,Burnett County,15414
3,55,15,Wisconsin,Calumet County,50089
3,55,17,Wisconsin,Chippewa County,64658
3,55,19,Wisconsin,Clark County,34774
3,55,21,Wisconsin,Columbia County,57532
3,55,23,Wisconsin,Crawford County,16131
3,55,25,Wisconsin,Dane County,546695
3,55,27,Wisconsin,Dodge County,87839
3,55,29,Wisconsin,Door County,27668
3,55,31,Wisconsin,Douglas County,43150
3,55,33,Wisconsin,Dunn County,45368
3,55,35,Wisconsin,Eau Claire County,104646
3,55,37,Wisconsin,Florence County,4295
3,55,39,Wisconsin,Fond du Lac County,103403
3,55,41,Wisconsin,Forest County,9004
3,55,43,Wisconsin,Grant County,51439
3,55,45,Wisconsin,Green County,36960
3,55,47,Wisconsin,Green Lake County,18913
3,55,49,Wisconsin,Iowa County,23678
3,55,51,Wisconsin,Iron County,5687
3,55,53,Wisconsin,Jackson County,20643
3,55,55,Wisconsin,Jefferson County,84769
3,55,57,Wisconsin,Juneau County,26687
3,55,59,Wisconsin,Kenosha County,169561
3,55,61,Wisconsin,Kewaunee County,20434
3,55,63,Wisconsin,La Crosse County,118016
3,55,65,Wisconsin,Lafayette County,16665
3,55,67,Wisconsin,Langlade County,19189
3,55,69,Wisconsin,Lincoln County,27593
3,55,71,Wisconsin,Manitowoc County,78981
3,55,73,Wisconsin,Marathon County,135692
3,55,75,Wisconsin,Marinette County,40350
3,55,77,Wisconsin,Marquette County,15574
3,55,78,Wisconsin,Menominee County,4556
3,55,79,Wisconsin,Milwaukee County,945726
3,55,81,Wisconsin,Monroe County,46253
3,55,83,Wisconsin,Oconto County,37930
3,55,85,Wisconsin,Oneida County,35595
3,55,87,Wisconsin,Outagamie County,187885
3,55,89,Wisconsin,Ozaukee County,89221
3,55,91,Wisconsin,Pepin County,7287
3,55,93,Wisconsin,Pierce County,42754
3,55,95,Wisconsin,Polk County,43783
3,55,97,Wisconsin,Portage County,70772
3,55,99,Wisconsin,Price County,13351
3,55,101,Wisconsin,Racine County,196311
3,55,103,Wisconsin,Richland County,17252
3,55,105,Wisconsin,Rock County,163354
3,55,107,Wisconsin,Rusk County,14178
3,55,109,Wisconsin,St. Croix County,90687
3,55,111,Wisconsin,Sauk County,64442
3,55,113,Wisconsin,Sawyer County,16558
3,55,115,Wisconsin,Shawano County,40899
3,55,117,Wisconsin,Sheboygan County,115340
3,55,119,Wisconsin,Taylor County,20343
3,55,121,Wisconsin,Trempealeau County,29649
3,55,123,Wisconsin,Vernon County,30822
3,55,125,Wisconsin,Vilas County,22195
3,55,127,Wisconsin,Walworth County,103868
3,55,129,Wisconsin,Washburn County,15720
3,55,131,Wisconsin,Washington County,136034
3,55,133,Wisconsin,Waukesha County,404198
3,55,135,Wisconsin,Waupaca County,50990
3,55,137,Wisconsin,Waushara County,24443
3,55,139,Wisconsin,Winnebago County,171907
3,55,141,Wisconsin,Wood County,72999
8,56,0,Wyoming,Wyoming,578759
8,56,1,Wyoming,Albany County,38880
8,56,3,Wyoming,Big Horn County,11790
8,56,5,Wyoming,Campbell County,46341
8,56,7,Wyoming,Carbon County,14800
8,56,9,Wyoming,Converse County,13822
8,56,11,Wyoming,Crook County,7584
8,56,13,Wyoming,Fremont County,39261
8,56,15,Wyoming,Goshen County,13211
8,56,17,Wyoming,Hot Springs County,4413
8,56,19,Wyoming,Johnson County,8445
8,56,21,Wyoming,Laramie County,99500
8,56,23,Wyoming,Lincoln County,19830
8,56,25,Wyoming,Natrona County,79858
8,56,27,Wyoming,Niobrara County,2356
8,56,29,Wyoming,Park County,29194
8,56,31,Wyoming,Platte County,8393
8,56,33,Wyoming,Sheridan County,30485
8,56,35,Wyoming,Sublette County,9831
8,56,37,Wyoming,Sweetwater County,42343
8,56,39,Wyoming,Teton County,23464
8,56,41,Wyoming,Uinta County,20226
8,56,43,Wyoming,Washakie County,7805
8,56,45,Wyoming,Weston County,6927
